purchase_order_id,supplier_id,sku,qty_ordered,order_date,expected_delivery_date,delivery_status
PO001502,SUP014,ITM00058,153,17-02-2025,05-04-2025,In Transit
PO001503,SUP012,SKU00143,156,25-12-2024,27-01-2025,Delayed
PO001504,SUP028,PRO00161,135,09-10-2024,02-11-2024,Cancelled
PO001505,SUP004,ITM00113,508,22-05-2023,24-06-2023,In Transit
PO001506,SUP028,PRO00161,252,26-08-2025,22-09-2025,Delayed
PO001507,SUP027,PRO00039,256,19-10-2024,12-11-2024,Delayed
PO001508,SUP011,ITM00001,118,11-07-2023,19-12-2023,Delivered
PO001509,SUP024,PROD00149,308,08-12-2024,29-12-2024,Delayed
PO001510,SUP021,ITM00036,206,30-06-2024,14-08-2024,Delayed
PO001511,SUP013,SKU00079,467,26-02-2025,08-03-2025,Delayed
PO001512,SUP018,PRO00163,500,04-03-2025,25-03-2025,Pending
PO001513,SUP024,ITM00172,154,10-04-2025,27-05-2025,In Transit
PO001514,SUP020,ITM00040,244,16-03-2025,14-04-2025,Delayed
PO001515,SUP003,SKU00169,373,24-05-2025,27-06-2025,Cancelled
PO001516,SUP002,PROD00192,435,21-10-2023,29-10-2023,In Transit
PO001517,SUP009,ITM00158,217,03-08-2023,18-08-2023,Delayed
PO001518,SUP014,PRO00078,333,14-07-2024,20-08-2024,Cancelled
PO001519,SUP029,PRO00019,91,01-12-2024,25-12-2024,Cancelled
PO001520,SUP002,PRO00157,111,26-08-2024,14-10-2024,Pending
PO001521,SUP012,PROD00136,455,31-08-2025,10-09-2025,Delayed
PO001522,SUP005,SKU00118,268,27-12-2023,28-01-2024,Delivered
PO001523,SUP005,SKU00079,439,30-11-2023,15-01-2024,Pending
PO001524,SUP019,PROD00153,343,05-01-2023,14-01-2023,In Transit
PO001525,SUP011,ITM00105,439,20-02-2023,07-04-2023,Cancelled
PO001526,SUP011,PRO00081,297,29-12-2024,13-02-2025,Cancelled
PO001527,SUP026,PRO00131,252,19-04-2025,05-05-2025,Delayed
PO001528,SUP002,PROD00153,241,18-11-2023,05-01-2024,Delayed
PO001529,SUP019,PROD00016,265,19-11-2023,06-01-2024,Delivered
PO001530,SUP023,ITM00114,533,04-05-2023,12-05-2023,Pending
PO001531,SUP026,SKU00093,100,11-06-2024,17-06-2024,Delivered
PO001532,SUP016,ITM00111,413,31-01-2024,05-03-2024,Cancelled
PO001533,SUP014,ITM00189,67,09-01-2025,10-02-2025,Delivered
PO001534,SUP007,PROD00165,383,27-08-2024,01-10-2024,Pending
PO001535,SUP008,PRO00076,475,03-04-2024,13-05-2024,Delivered
PO001536,SUP006,PROD00059,277,18-07-2023,25-08-2023,Cancelled
PO001537,SUP030,PROD00145,439,19-02-2023,26-03-2023,Delivered
PO001538,SUP024,PRO00052,257,10-09-2025,27-09-2025,Cancelled
PO001539,SUP029,ITM00040,536,13-04-2024,22-05-2024,Cancelled
PO001540,SUP001,PRO00131,236,21-08-2024,24-09-2024,In Transit
PO001541,SUP025,ITM00063,450,07-08-2025,28-08-2025,In Transit
PO001542,SUP018,PRO00029,321,18-04-2023,07-05-2023,Pending
PO001543,SUP024,SKU00181,168,09-06-2023,13-07-2023,Delayed
PO001544,SUP019,SKU00196,188,15-02-2023,04-04-2023,Pending
PO001545,SUP003,PRO00012,353,24-03-2023,28-04-2023,Pending
PO001546,SUP030,ITM00021,432,09-07-2023,07/15/2023,In Transit
PO001547,SUP008,PRO00039,244,31-07-2024,11-09-2024,In Transit
PO001548,SUP014,PROD00123,500,18-05-2023,04-06-2023,In Transit
PO001549,SUP002,SKU00122,461,28-11-2023,05-01-2024,Cancelled
PO001550,SUP016,SKU00089,,27-03-2025,20-04-2025,Delivered
PO001551,SUP022,ITM00175,140,15-03-2023,31-03-2023,In Transit
PO001552,SUP007,ITM00112,329,12-03-2024,29-03-2024,Pending
PO001553,SUP017,SKU00103,330,10-01-2023,15-02-2023,Pending
PO001554,SUP019,PRO00193,94,03-07-2023,29-07-2023,Delivered
PO001555,SUP022,PRO00074,,10-12-2023,24-12-2023,Delivered
PO001556,SUP004,SKU00169,514,20-04-2023,05-06-2023, Delivered
PO001557,SUP030,SKU00138,397,17-08-2025,17-09-2025,In Transit
PO001558,SUP012,PRO00029,421,09-08-2025,18-08-2025,Delivered
PO001559,SUP002,SKU00190,176,11-07-2023,24-07-2023,Pending
PO001560,SUP004,PROD00184,342,26-08-2023,01-09-2023,Delayed
PO001561,SUP016,SKU00035,110,14-11-2024,25-11-2024,Pending
PO001562,SUP020,ITM00110,445,20-08-2025,28-09-2025,In Transit
PO001563,SUP017,PROD00108,137,23-11-2024,13-12-2024,Delayed
PO001564,SUP019,PRO00183,542,28-03-2023,13-04-2023,Delivered
PO001565,SUP004,SKU00093,437,20-01-2024,04-03-2024,Cancelled
PO001566,SUP030,ITM00001,425,04-01-2024,07-05-2024,In Transit
PO001567,SUP004,SKU00194,459,21-11-2024,18-12-2024,Pending
PO001568,SUP026,PRO00076,338,01/25/2025,18-02-2025,In Transit
PO001569,SUP012,SKU00197,135,03-05-2025,17-05-2025,Delivered
PO001570,SUP022,PRO00161,281,15-07-2023,03-08-2023,In Transit
PO001571,SUP020,PRO00133,331,29-09-2025,12-10-2025,Delivered
PO001572,SUP013,ITM00127,536,28-11-2024,15-01-2025,In Transit
PO001573,SUP014,SKU00130,208,26-09-2023,30-10-2023,
PO001574,SUP005,PRO00104,238,19-07-2025,28-08-2025,Delivered
PO001575,SUP011,SKU00124,440,13-07-2024,28-08-2024,Delayed
PO001576,SUP007,PRO00007,342,01-11-2023,14-12-2023,Delayed
PO001577,SUP003,PROD00145,98,12-05-2024,17-05-2024,Pending
PO001578,SUP006,PRO00137,517,28-01-2023,19-02-2023,Delivered
PO001579,SUP025,SKU00082,355,08-09-2025,13-09-2025,Delayed
PO001580,SUP011,PRO00007,127,08-05-2025,22-05-2025,Delayed
PO001581,SUP007,SKU00190,322,04-04-2025,20-05-2025,In Transit
PO001582,SUP022,ITM00139,516,09-03-2023,03-04-2023,Pending
PO001583,SUP001,PROD00008,297,14-07-2024,28-08-2024,
PO001584,SUP015,PROD00008,104,11-05-2024,18-05-2024,
PO001585,SUP011,ITM00036,187,21-07-2025,22-08-2025,Pending
PO001586,SUP024,ITM00200,541,12-11-2024,21-11-2024,Cancelled
PO001587,SUP030,ITM00043,184,25-03-2025,23-04-2025,Pending
PO001588,SUP004,SKU00140,85,22-07-2025,07-09-2025,Delivered
PO001589,SUP026,PRO00180,160,01-03-2025,28-03-2025,Cancelled
PO001590,SUP001,PROD00117,382,26-08-2023,28-09-2023, Pending
PO001591,SUP005,SKU00141,476,29-04-2025,25-05-2025,Delivered
PO001592,SUP020,PRO00007,547,09-04-2023,05/13/2023,Delivered
PO001593,SUP027,PROD00182,429,13-09-2024,01-11-2024,Pending
PO001594,SUP010,SKU00031,400,07-09-2023,13-09-2023,Delayed
PO001595,SUP014,PROD00044,475,24-02-2023,14-03-2023,In Transit
PO001596,SUP004,PROD00056,526,12-09-2023,02-10-2023,
PO001597,SUP016,ITM00172,142,25-05-2023,08-06-2023,Delivered
PO001598,SUP010,PROD00121,373,25-01-2024,08-02-2024,In Transit
PO001599,SUP013,PROD00178,501,28-07-2023,05-08-2023,In Transit
PO001600,SUP029,PRO00148,166,28-07-2025,22-08-2025,Delayed
PO001601,SUP012,PRO00115,114,01-09-2023,09-09-2023,Cancelled
PO001602,SUP008,SKU00190,98,19-09-2025,11-10-2025,Pending
PO001603,SUP002,SKU00188,499,10-05-2024,27-06-2024,Pending
PO001604,SUP015,PRO00081,146,06-02-2023,03-03-2023,In Transit
PO001605,SUP013,ITM00001,87,13-08-2025,22-09-2025,Cancelled
PO001606,SUP004,ITM00112,466,29-03-2024,05-05-2024,Delayed
PO001607,SUP020,SKU00173,60,22-01-2025,28-01-2025,Delayed
PO001608,SUP028,ITM00126,433,01-04-2024,21-05-2024,Delayed
PO001609,SUP019,PROD00059,177,10-05-2025,27-05-2025,Delivered
PO001610,SUP022,PRO00095,138,29-08-2025,11-10-2025,Cancelled
PO001611,SUP026,PRO00180,413,12-01-2025,01-03-2025,Delayed
PO001612,SUP004,PRO00053,488,18-09-2024,21-10-2024,Pending
PO001613,SUP010,ITM00071,370,09-09-2025,16-10-2025,Cancelled
PO001614,SUP030,SKU00088,446,22-05-2024,22-06-2024,Delayed
PO001615,SUP025,PRO00119,255,30-03-2025,09-04-2025,In Transit
PO001616,SUP007,SKU00082,180,10-09-2025,21-09-2025,In Transit
PO001617,SUP008,PRO00047,430,05-03-2023,22-03-2023,Cancelled
PO001618,SUP008,SKU00179,219,09-08-2024,14-09-2024,Cancelled
PO001619,SUP022,SKU00088,112,05-05-2024,25-05-2024,Delayed
PO001620,SUP022,ITM00065,531,05-02-2025,02-03-2025,Cancelled
PO001621,SUP018,SKU00009,247,07-08-2023,15-08-2023,Pending
PO001622,SUP028,ITM00096,203,09-08-2023,13-09-2023,Cancelled
PO001623,SUP012,ITM00176,528,17-08-2024,29-08-2024,Delayed
PO001624,SUP015,PRO00068,291,07-03-2023,14-03-2023,Cancelled
PO001625,SUP016,ITM00105,75,17-07-2025,22-08-2025,In Transit
PO001626,SUP029,PRO00055,413,16-02-2025,25-02-2025,Delivered
PO001627,SUP030,SKU00124,546,03-05-2024,08-05-2024,Pending
PO001628,SUP019,PRO00155,450,22-12-2024,22-01-2025,Delayed
PO001629,SUP029,SKU00179,52,28-04-2024,22-05-2024,Pending
PO001630,SUP021,PROD00129,482,23-08-2024,21-09-2024,Cancelled
PO001631,SUP001,PRO00017,55,11-06-2025,10-07-2025,Delivered
PO001632,SUP002,PROD00187,187,17-01-2023,31-01-2023,Delayed
PO001633,SUP016,SKU00067,297,03-05-2024,03-06-2024,Pending
PO001634,SUP008,PRO00074,396,26-09-2024,13-11-2024,In Transit
PO001635,SUP004,SKU00124,301,04-01-2023,16-02-2023,Pending
PO001636,SUP003,ITM00050,56,01-12-2024,22-12-2024,Pending
PO001637,SUP001,PROD00145,142,02-03-2024,29-03-2024,Cancelled
PO001638,SUP017,PRO00150,223,25-12-2023,17-01-2024,Cancelled
PO001639,SUP009,PROD00004,291,14-07-2023,15-08-2023,Delivered
PO001640,SUP025,PRO00100,118,09-11-2023,21-11-2023,Pending
PO001641,SUP015,SKU00142,234,05-11-2023,11-11-2023,Pending
PO001642,SUP003,SKU00054,329,02-09-2023,06-10-2023,Cancelled
PO001643,SUP010,ITM00111,157,19-03-2024,24-03-2024,Delivered
PO001644,SUP018,PRO00155,,15-04-2023,20-04-2023,Pending
PO001645,SUP011,ITM00175,129,,07-06-2024,Delayed
PO001646,SUP007,ITM00096,186,21-10-2024,20-11-2024,In Transit
PO001647,SUP010,PROD00168,461,10-05-2024,20-06-2024,Delivered
PO001648,SUP013,PRO00032,337,,06-04-2024,Delivered
PO001649,SUP024,PROD00125,241,12-06-2025,01-07-2025,Pending
PO001650,SUP013,PRO00146,234,03-02-2023,14-02-2023,Delivered
PO001651,SUP008,ITM00050,107,14-02-2023,12-03-2023,Cancelled
PO001652,SUP027,PRO00013,204,13-09-2025,30-09-2025,Delivered
PO001653,SUP025,PROD00160,192,13-03-2025,06-04-2025,In Transit
PO001654,SUP028,PROD00182,372,12-04-2024,05-05-2024,Pending
PO001655,SUP027,ITM00172,343,30-03-2024,15-05-2024,In Transit
PO001656,SUP007,SKU00088,340,24-01-2025,06-02-2025,Delivered
PO001657,SUP030,PROD00006,312,21-08-2023,27-09-2023,Delivered
PO001658,SUP002,ITM00065,175,26-09-2025,14-11-2025,Pending
PO001659,SUP018,SKU00143,208,10-03-2025,28-04-2025,Pending
PO001660,SUP011,SKU00116,397,15-12-2023,07-01-2024,Delivered
PO001661,SUP012,SKU00196,103,31-07-2025,16-08-2025,Pending
PO001662,SUP011,SKU00035,235,18-02-2024,26-03-2024,In Transit
PO001663,SUP019,SKU00083,433,15-10-2024,01-11-2024,Delayed
PO001664,SUP020,ITM00001,289,19-02-2024,02-03-2024,Cancelled
PO001665,SUP004,PROD00073,243,08-08-2025,21-08-2025,Delivered
PO001666,SUP018,PROD00153,460,07-10-2023,25-10-2023,Pending 
PO001667,SUP018,PROD00024,184,22-02-2024,09-04-2024,Cancelled
PO001668,SUP026,SKU00054,227,05-01-2025,12-02-2025,Delayed
PO001669,SUP020,SKU00035,111,30-03-2024,24-04-2024,Delayed
PO001670,SUP003,PROD00016,259,03-07-2025,24-03-2025,Delivered
PO001671,SUP030,PRO00005,456,12-02-2025,02-03-2025,In Transit
PO001672,SUP025,SKU00181,348,05-06-2025,18-06-2025, Delivered 
PO001673,SUP009,SKU00046,528,15-12-2023,03-02-2024,Pending
PO001674,SUP030,SKU00002,116,30-08-2024,10-10-2024,In Transit
PO001675,SUP005,SKU00143,250,15-06-2025,28-07-2025,Pending
PO001676,SUP030,PROD00160,52,20-09-2023,02-10-2023,Cancelled
PO001677,SUP026,SKU00138,447,14-05-2024,05-06-2024,Delivered
PO001678,SUP007,SKU00041,365,03-01-2023,15-01-2023,Pending
PO001679,SUP004,PROD00199,,30-01-2024,06-03-2024,Cancelled
PO001680,SUP004,PRO00151,88,14-03-2023,09-04-2023,In Transit 
PO001681,SUP003,PRO00066,395,13-10-2023,19-10-2023,Pending
PO001682,SUP020,ITM00176,57,30-06-2025,01-08-2025,In Transit
PO001683,SUP004,PROD00006,330,04-07-2023,08-10-2023,Cancelled
PO001684,SUP030,PROD00051,66,05-05-2025,18-05-2025,Delivered
PO001685,SUP001,ITM00189,430,30-12-2023,17-02-2024,Pending
PO001686,SUP030,PROD00018,279,11-08-2025,13-09-2025,Delivered
PO001687,SUP028,PRO00180,475,14-02-2023,21-02-2023,
PO001688,SUP005,ITM00036,352,12-06-2025,02-07-2025,In Transit
PO001689,SUP001,PROD00145,188,07-04-2024,18-04-2024,Cancelled
PO001690,SUP017,PRO00162,346,30-10-2024,14-12-2024,Pending
PO001691,SUP003,PRO00060,365,11-03-2025,04-04-2025,In Transit
PO001692,SUP010,PRO00150,,02-03-2025,08-03-2025,Delivered
PO001693,SUP026,ITM00071,488,12-04-2025,29-04-2025,Cancelled
PO001694,SUP010,ITM00021,228,21-04-2024,30-04-2024, Pending
PO001695,SUP009,PROD00125,171,15-06-2025,19-07-2025,Pending
PO001696,SUP009,PROD00174,428,23-07-2025,30-08-2025,Delayed
PO001697,SUP012,SKU00093,444,05-12-2023,23-01-2024,Delayed
PO001698,SUP016,PROD00147,102,11-07-2025,23-07-2025,Pending
PO001699,SUP012,PROD00051,399,29-03-2024,06-05-2024,Delivered
PO001700,SUP028,PRO00087,277,29-07-2024,17-08-2024,In Transit
PO001701,SUP002,ITM00015,164,03-10-2024,11-02-2024,Pending
PO001702,SUP013,ITM00063,441,07-02-2025,29-03-2025,In Transit
PO001703,SUP022,SKU00086,324,03-02-2024,22-02-2024,Pending
PO001704,SUP006,ITM00065,457,27-09-2024,09-11-2024,In Transit
PO001705,SUP011,PRO00133,369,13-09-2025,18-09-2025,Delayed
PO001706,SUP015,ITM00001,,23-06-2024,17-07-2024,Pending
PO001707,SUP027,ITM00126,116,21-05-2025,04-06-2025,Pending
PO001708,SUP001,ITM00105,187,24-06-2023,08-07-2023,Pending
PO001709,SUP005,PRO00029,508,04-06-2025,21-07-2025,Cancelled
PO001710,SUP006,SKU00093,548,24-02-2024,09-03-2024,Delivered
PO001711,SUP018,PRO00137,194,03-02-2023,08-02-2023,Cancelled
PO001712,SUP026,PROD00084,473,09-08-2024,19-08-2024,Delayed
PO001713,SUP022,PROD00182,153,11-09-2025,20-09-2025,Delivered
PO001714,SUP029,PROD00168,,08-01-2025,27-02-2025,Delayed
PO001715,SUP020,SKU00124,80,28-08-2023,28-09-2023,Delivered
PO001716,SUP019,ITM00096,525,10-07-2025,17-07-2025,Cancelled
PO001717,SUP012,PRO00037,286,16-03-2025,26-03-2025,Pending
PO001718,SUP028,ITM00001,185,27-08-2025,16-09-2025,Cancelled
PO001719,SUP030,PROD00168,259,22-02-2023,13-04-2023,In Transit
PO001720,SUP029,SKU00086,207,10-06-2025,21-06-2025,Delayed
PO001721,SUP013,PROD00084,241,04-08-2025,24-08-2025,Delivered
PO001722,SUP029,PROD00044,82,16-11-2023,28-11-2023,Delayed
PO001723,SUP005,ITM00001,422,28-03-2025,27-04-2025,In Transit
PO001724,SUP019,SKU00143,469,26-11-2023,15-12-2023,Delivered
PO001725,SUP022,SKU00188,337,26-08-2024,07-10-2024,In Transit
PO001726,SUP027,PRO00119,476,25-06-2024,15-07-2024,Cancelled
PO001727,SUP027,PRO00150,243,11-12-2023,21-12-2023,In Transit
PO001728,SUP022,SKU00069,546,15-01-2023,06-02-2023,In Transit
PO001729,SUP014,PRO00017,467,20-11-2024,03-12-2024,Pending
PO001730,SUP028,ITM00033,517,25-02-2024,06-04-2024,Pending
PO001731,SUP006,SKU00002,400,05-01-2024,27-01-2024,Delivered
PO001732,SUP011,PROD00125,399,08-06-2024,26-07-2024,Delayed
PO001733,SUP028,SKU00086,510,17-11-2023,20-12-2023,Delayed
PO001734,SUP007,PROD00016,272,01-01-2023,13-02-2023,Delayed
PO001735,SUP003,SKU00143,314,08-10-2024,16-11-2024,Pending
PO001736,SUP024,PRO00161,207,27-03-2024,04-04-2024,Cancelled
PO001737,SUP001,PROD00044,319,20-04-2025,22-05-2025,Pending
PO001738,SUP015,PRO00029,534,28-02-2025,09-04-2025,Cancelled
PO001739,SUP009,PRO00131,352,27-10-2023,17-11-2023,In Transit
PO001740,SUP017,SKU00181,277,09-03-2024,20-03-2024,In Transit
PO001741,SUP001,SKU00143,368,13-02-2024,13-03-2024,In Transit
PO001742,SUP030,ITM00172,501,27-06-2024,06-07-2024,In Transit
PO001743,SUP004,SKU00061,296,24-12-2023,20-01-2024,Delayed
PO001744,SUP019,PRO00157,541,29-08-2024,04-09-2024,In Transit
PO001745,SUP015,SKU00188,389,20-02-2024,09-04-2024,Pending
PO001746,SUP018,PROD00106,338,10-10-2024,13-11-2024,In Transit
PO001747,SUP028,ITM00111,347,16-09-2024,12-10-2024,In Transit
PO001748,SUP006,SKU00196,262,13-04-2023,14-05-2023,Cancelled
PO001749,SUP004,PROD00090,196,06-12-2024,14-01-2025,Pending
PO001750,SUP006,PRO00078,288,05-08-2023,24-08-2023,Pending
PO001751,SUP005,PRO00144,378,09-07-2024,23-07-2024,Cancelled
PO001752,SUP009,PROD00056,287,05-06-2024,12-06-2024,Cancelled
PO001753,SUP005,PROD00080,393,28-08-2023,04-10-2023,Pending
PO001754,SUP012,ITM00127,202,12-08-2023,09/13/2023,In Transit
PO001755,SUP016,SKU00118,467,26-10-2024,12-11-2024,Delivered
PO001756,SUP008,SKU00035,80,29-09-2024,30-10-2024,Delivered
PO001757,SUP022,PRO00163,116,14-07-2025,27-08-2025,In Transit
PO001758,SUP008,SKU00046,211,10-07-2025,07-08-2025,In Transit
PO001759,SUP026,PROD00090,72,03-01-2025,17-01-2025,Delivered
PO001760,SUP024,PRO00029,519,28-09-2024,06-10-2024,In Transit
PO001761,SUP022,SKU00122,69,06-08-2024,14-08-2024,
PO001762,SUP007,ITM00011,308,01-06-2025,10-07-2025,Delayed
PO001763,SUP028,PRO00131,419,19-09-2024,06-11-2024,In Transit
PO001764,SUP020,SKU00083,395,22-02-2025,03-03-2025,Delayed
PO001765,SUP014,SKU00069,259,06-08-2025,19-08-2025,Delivered
PO001766,SUP013,PROD00129,263,18-03-2023,06-05-2023,
PO001767,SUP002,PRO00162,144,24-03-2025,22-04-2025,Delayed
PO001768,SUP019,PRO00163,77,19-02-2025,28-03-2025,Delivered
PO001769,SUP003,PRO00076,83,21-12-2024,07-02-2025,Cancelled
PO001770,SUP023,PRO00007,148,15-06-2024,24-07-2024,In Transit
PO001771,SUP009,SKU00061,325,17-03-2025,18-04-2025,Delivered
PO001772,SUP010,PRO00119,404,07-04-2023,14-04-2023,Delivered
PO001773,SUP030,ITM00011,145,27-05-2025,22-06-2025,Cancelled
PO001774,SUP019,PRO00076,459,02-11-2023,16-12-2023,Cancelled
PO001775,SUP012,SKU00170,370,10-04-2024,13-05-2024,Cancelled
PO001776,SUP028,ITM00001,351,05-07-2024,13-08-2024,Delivered
PO001777,SUP016,ITM00172,512,19-11-2023,02-12-2023,In Transit
PO001778,SUP003,PROD00004,284,07-12-2024,09-01-2025,Pending
PO001779,SUP001,SKU00194,527,10-07-2024,18-08-2024,Cancelled
PO001780,SUP022,ITM00134,547,29-03-2023,09-05-2023,Pending
PO001781,SUP006,PROD00187,502,15-05-2024,20-06-2024,Delayed
PO001782,SUP028,PROD00006,464,22-05-2023,05-06-2023,Pending
PO001783,SUP013,SKU00197,93,26-10-2024,24-11-2024,Delivered
PO001784,SUP009,ITM00189,456,,03-03-2025,Pending
PO001785,SUP011,ITM00158,109,06-10-2024,07-11-2024,Cancelled
PO001786,SUP010,PROD00018,479,01-03-2023,22-03-2023,Delayed
PO001787,SUP001,PRO00087,183,21-02-2024,16-03-2024,In Transit
PO001788,SUP010,PRO00027,300,01-12-2023,19-12-2023,Pending
PO001789,SUP019,SKU00054,229,04-08-2023,28-08-2023,Cancelled
PO001790,SUP016,SKU00142,477,05-01-2023,21-02-2023,Cancelled
PO001791,SUP025,PRO00097,358,15-05-2025,18-06-2025,In Transit
PO001792,SUP030,SKU00124,83,07-08-2024,14-09-2024,Delivered
PO001793,SUP027,SKU00194,432,18-11-2023,18-12-2023,In Transit
PO001794,SUP026,SKU00093,518,06-07-2024,14-08-2024,Cancelled
PO001795,SUP021,ITM00021,291,20-12-2024,31-01-2025,Cancelled
PO001796,SUP020,PROD00185,469,15-06-2023,22-06-2023,In Transit
PO001797,SUP030,ITM00126,86,19-10-2024,04-12-2024,Delayed
PO001798,SUP008,SKU00196,389,23-12-2023,29-12-2023,Pending
PO001799,SUP001,PRO00115,501,18-07-2024,31-07-2024,Cancelled
PO001800,SUP005,SKU00130,166,04-10-2024,08-11-2024,Delayed
PO001801,SUP024,SKU00020,478,29-05-2023,05-06-2023,In Transit
PO001802,SUP027,PROD00185,495,06-05-2023,11-06-2023,In Transit
PO001803,SUP016,SKU00116,,07-12-2023,17-01-2024,In Transit
PO001804,SUP021,SKU00072,530,04-01-2023,22-02-2023,Pending
PO001805,SUP008,PRO00157,,21-04-2025,10-05-2025,Pending
PO001806,SUP011,SKU00020,174,17-04-2025,24-05-2025,Delivered
PO001807,SUP029,PRO00195,465,22-06-2024,03-08-2024,Delivered
PO001808,SUP006,ITM00176,267,19-11-2023,27-11-2023,In Transit
PO001809,SUP007,SKU00179,474,07-03-2023,17-04-2023,Delivered
PO001810,SUP004,PRO00066,369,29-03-2023,10-05-2023,Delivered
PO001811,SUP017,SKU00188,354,28-07-2023,25-08-2023,Delayed
PO001812,SUP027,PROD00006,177,19-12-2024,05-02-2025,Delivered
PO001813,SUP015,PRO00180,178,24-07-2024,29-08-2024,In Transit
PO001814,SUP028,PRO00193,53,20-03-2023,07-04-2023,Delivered
PO001815,SUP009,SKU00118,251,19-09-2025,09-10-2025,Cancelled
PO001816,SUP028,ITM00011,433,,07-06-2023,Cancelled
PO001817,SUP022,PRO00104,109,21-08-2025,06-10-2025,Delayed
PO001818,SUP011,PRO00162,313,04-10-2024,30-10-2024,Cancelled
PO001819,SUP028,PRO00042,233,04-10-2023,18-10-2023,Delivered
PO001820,SUP021,PRO00180,441,21-08-2025,03-10-2025,Cancelled
PO001821,SUP006,PRO00148,232,22-03-2024,18-04-2024,Pending
PO001822,SUP009,SKU00046,486,23-06-2023,15-07-2023,Pending
PO001823,SUP019,SKU00054,330,12-03-2023,19-04-2023,In Transit
PO001824,SUP019,SKU00179,452,27-02-2024,14-03-2024,Cancelled
PO001825,SUP018,PROD00004,199,11-04-2023,21-04-2023,Pending
PO001826,SUP008,SKU00072,549,26-12-2023,03-02-2024, Pending
PO001827,SUP015,PRO00115,459,05-09-2024,01-10-2024,Pending
PO001828,SUP013,PRO00030,119,03-04-2023,13-04-2023,Cancelled
PO001829,SUP025,ITM00158,447,07-03-2024,25-03-2024,Delayed
PO001830,SUP016,SKU00186,54,16-12-2024,22-01-2025,Cancelled
PO001831,SUP021,PRO00115,291,18-09-2025,08-10-2025,Delayed
PO001832,SUP004,PROD00049,333,08-11-2023,04-12-2023,Pending
PO001833,SUP017,ITM00099,190,20-01-2025,02-02-2025,In Transit
PO001834,SUP010,ITM00166,110,,11-03-2025,In Transit
PO001835,SUP014,PRO00060,84,06-10-2024,11-10-2024,Delivered
PO001836,SUP004,SKU00009,218,07-05-2023,23-05-2023,Delayed
PO001837,SUP002,PROD00129,389,23-06-2025,15-07-2025,In Transit
PO001838,SUP026,PROD00174,334,06-09-2024,16-10-2024, Cancelled 
PO001839,SUP008,PRO00060,328,02-09-2023,08-09-2023,In Transit
PO001840,SUP013,ITM00034,83,16-03-2025,08-04-2025,In Transit
PO001841,SUP030,SKU00124,172,02-02-2024,22-03-2024,Pending
PO001842,SUP021,PROD00049,537,30-03-2023,30-04-2023,Delivered
PO001843,SUP011,PRO00053,323,12-06-2024,28-06-2024,Cancelled
PO001844,SUP029,ITM00111,523,06-01-2023,18-01-2023,Delayed
PO001845,SUP025,ITM00058,321,16-01-2024,04-02-2024,In Transit
PO001846,SUP012,ITM00077,226,23-07-2024,13-08-2024,Delivered
PO001847,SUP009,PROD00073,87,07-08-2025,12-08-2025,Delayed
PO001848,SUP018,PRO00027,410,26-05-2023,12-06-2023,Cancelled
PO001849,SUP029,SKU00116,248,05-08-2024,05-09-2024,Delivered
PO001850,SUP022,ITM00134,505,18-11-2024,28-11-2024,Pending
PO001851,SUP027,PROD00059,,17-04-2023,18-05-2023,Cancelled
PO001852,SUP012,SKU00002,346,01-05-2023,07-06-2023,Delivered
PO001853,SUP027,PRO00119,80,08-12-2023,09-01-2024,Cancelled
PO001854,SUP020,PROD00187,416,13-05-2024,03-06-2024,In Transit
PO001855,SUP001,SKU00122,229,04-11-2023,18-11-2023,Cancelled
PO001856,SUP002,PRO00064,128,27-05-2024,12-07-2024,Delayed
PO001857,SUP029,PRO00078,505,16-01-2024,13-02-2024,Delayed
PO001858,SUP005,SKU00181,53,26-05-2025,13-06-2025,Delivered
PO001859,SUP016,SKU00173,185,15-01-2025,27-01-2025,Cancelled
PO001860,SUP007,PRO00131,356,05-12-2024,28-12-2024,Delivered
PO001861,SUP009,PRO00137,118,26-02-2023,02-04-2023,Delivered
PO001862,SUP021,SKU00035,290,08-01-2023,11-02-2023,
PO001863,SUP024,SKU00041,234,27-08-2024,12-09-2024,Pending
PO001864,SUP009,SKU00035,506,05-03-2024,05-04-2024,Cancelled
PO001865,SUP015,PRO00097,307,23-06-2025,05-08-2025,Delayed
PO001866,SUP007,ITM00099,262,04-09-2025,08-10-2025,Cancelled
PO001867,SUP007,SKU00098,144,02-02-2023,12-02-2023,In Transit
PO001868,SUP025,PROD00045,98,01-06-2024,07-07-2024,Pending
PO001869,SUP019,SKU00101,138,18-09-2024,15-10-2024,Delivered
PO001870,SUP004,PRO00109,418,10-05-2024,01-06-2024,Delayed
PO001871,SUP026,ITM00071,130,11-03-2025,30-04-2025,In Transit
PO001872,SUP009,PRO00161,73,26-06-2025,20-07-2025,In Transit
PO001873,SUP021,ITM00128,423,11-01-2023,27-01-2023,In Transit
PO001874,SUP026,PROD00178,514,12-10-2023,25-12-2023,Delivered
PO001875,SUP018,ITM00105,417,11-06-2023,11-07-2023,In Transit
PO001876,SUP014,PRO00012,101,28-12-2023,14-01-2024,Delayed
PO001877,SUP028,PRO00052,415,09-06-2023,07-07-2023,
PO001878,SUP015,PROD00084,155,11-08-2023,16-08-2023,Cancelled
PO001879,SUP005,PROD00006,166,09-02-2024,26-03-2024,In Transit
PO001880,SUP029,PRO00081,265,08-09-2024,24-10-2024,Delayed
